,build_year,lat,lng,total_building,total_house,wy_fee
0,2009,106.488975,29.560175,6,1584,1.6
1,2003,106.488975,29.560175,20,3138,0.9
2,2007,0,0,9,1899,1.1
3,2014,106.488975,29.560175,12,1254,2.2
4,2014,106.488975,29.560175,12,1254,2.2
5,0,106.478402,29.557803,2,208,0.0
6,2008,106.488975,29.560175,6,1194,1.8
7,2008,0,0,9,1961,1.2
8,2003,106.488975,29.560175,20,3138,0.9
9,2009,106.488975,29.560175,6,1584,1.6
10,2003,106.488975,29.560175,20,3138,0.9
11,2012,106.478968,29.563674,21,4959,1.8
12,2003,106.488975,29.560175,20,3138,0.9
13,2008,0,0,9,1961,1.2
14,2008,0,0,9,1961,1.2
15,2003,106.488975,29.560175,20,3138,0.9
16,2009,106.488975,29.560175,6,1584,1.6
17,2015,106.488975,29.560175,4,1044,2.2
18,2008,0,0,9,1961,1.2
19,2008,0,0,9,1961,1.2
20,2012,106.478968,29.563674,21,4959,1.8
21,2008,0,0,9,1961,1.2
22,2007,0,0,9,1899,1.1
23,2009,106.488975,29.560175,6,1584,1.6
24,2003,106.488975,29.560175,20,3138,0.9
25,2007,0,0,9,1899,1.1
26,2014,106.488975,29.560175,12,1254,2.2
27,2014,106.488975,29.560175,12,1254,2.2
28,0,106.478402,29.557803,2,208,0.0
29,2008,106.488975,29.560175,6,1194,1.8
30,2008,0,0,9,1961,1.2
31,2003,106.488975,29.560175,20,3138,0.9
32,2009,106.488975,29.560175,6,1584,1.6
33,2003,106.488975,29.560175,20,3138,0.9
34,2012,106.478968,29.563674,21,4959,1.8
35,2003,106.488975,29.560175,20,3138,0.9
36,2008,0,0,9,1961,1.2
37,2008,0,0,9,1961,1.2
38,2003,106.488975,29.560175,20,3138,0.9
39,2009,106.488975,29.560175,6,1584,1.6
40,2015,106.488975,29.560175,4,1044,2.2
41,2008,0,0,9,1961,1.2
42,2008,0,0,9,1961,1.2
43,2012,106.478968,29.563674,21,4959,1.8
44,2008,0,0,9,1961,1.2
45,2007,0,0,9,1899,1.1
46,2009,106.488975,29.560175,6,1584,1.6
47,2003,106.488975,29.560175,20,3138,0.9
48,2007,0,0,9,1899,1.1
49,2014,106.488975,29.560175,12,1254,2.2
50,2014,106.488975,29.560175,12,1254,2.2
51,0,106.478402,29.557803,2,208,0.0
52,2008,106.488975,29.560175,6,1194,1.8
53,2008,0,0,9,1961,1.2
54,2003,106.488975,29.560175,20,3138,0.9
55,2009,106.488975,29.560175,6,1584,1.6
56,2003,106.488975,29.560175,20,3138,0.9
57,2012,106.478968,29.563674,21,4959,1.8
58,2003,106.488975,29.560175,20,3138,0.9
59,2008,0,0,9,1961,1.2
60,2008,0,0,9,1961,1.2
61,2003,106.488975,29.560175,20,3138,0.9
62,2009,106.488975,29.560175,6,1584,1.6
63,2015,106.488975,29.560175,4,1044,2.2
64,2008,0,0,9,1961,1.2
65,2008,0,0,9,1961,1.2
66,2012,106.478968,29.563674,21,4959,1.8
67,2008,0,0,9,1961,1.2
68,2007,0,0,9,1899,1.1
69,2009,106.488975,29.560175,6,1584,1.6
70,2003,106.488975,29.560175,20,3138,0.9
71,2007,0,0,9,1899,1.1
72,2014,106.488975,29.560175,12,1254,2.2
73,2014,106.488975,29.560175,12,1254,2.2
74,0,106.478402,29.557803,2,208,0.0
75,2008,106.488975,29.560175,6,1194,1.8
76,2008,0,0,9,1961,1.2
77,2003,106.488975,29.560175,20,3138,0.9
78,2009,106.488975,29.560175,6,1584,1.6
79,2003,106.488975,29.560175,20,3138,0.9
80,2012,106.478968,29.563674,21,4959,1.8
81,2003,106.488975,29.560175,20,3138,0.9
82,2008,0,0,9,1961,1.2
83,2008,0,0,9,1961,1.2
84,2003,106.488975,29.560175,20,3138,0.9
85,2009,106.488975,29.560175,6,1584,1.6
86,2015,106.488975,29.560175,4,1044,2.2
87,2008,0,0,9,1961,1.2
88,2008,0,0,9,1961,1.2
89,2012,106.478968,29.563674,21,4959,1.8
90,2008,0,0,9,1961,1.2
91,2007,0,0,9,1899,1.1
92,2009,106.488975,29.560175,6,1584,1.6
93,2003,106.488975,29.560175,20,3138,0.9
94,2007,0,0,9,1899,1.1
95,2014,106.488975,29.560175,12,1254,2.2
96,2014,106.488975,29.560175,12,1254,2.2
97,0,106.478402,29.557803,2,208,0.0
98,2008,106.488975,29.560175,6,1194,1.8
99,2008,0,0,9,1961,1.2
100,2003,106.488975,29.560175,20,3138,0.9
101,2009,106.488975,29.560175,6,1584,1.6
102,2003,106.488975,29.560175,20,3138,0.9
103,2012,106.478968,29.563674,21,4959,1.8
104,2003,106.488975,29.560175,20,3138,0.9
105,2008,0,0,9,1961,1.2
106,2008,0,0,9,1961,1.2
107,2003,106.488975,29.560175,20,3138,0.9
108,2009,106.488975,29.560175,6,1584,1.6
109,2015,106.488975,29.560175,4,1044,2.2
110,2008,0,0,9,1961,1.2
111,2008,0,0,9,1961,1.2
112,2012,106.478968,29.563674,21,4959,1.8
113,2008,0,0,9,1961,1.2
114,2007,0,0,9,1899,1.1
115,2009,106.488975,29.560175,6,1584,1.6
116,2003,106.488975,29.560175,20,3138,0.9
117,2007,0,0,9,1899,1.1
118,2014,106.488975,29.560175,12,1254,2.2
119,2014,106.488975,29.560175,12,1254,2.2
120,0,106.478402,29.557803,2,208,0.0
121,2008,106.488975,29.560175,6,1194,1.8
122,2008,0,0,9,1961,1.2
123,2003,106.488975,29.560175,20,3138,0.9
124,2009,106.488975,29.560175,6,1584,1.6
125,2003,106.488975,29.560175,20,3138,0.9
126,2012,106.478968,29.563674,21,4959,1.8
127,2003,106.488975,29.560175,20,3138,0.9
128,2008,0,0,9,1961,1.2
129,2008,0,0,9,1961,1.2
130,2003,106.488975,29.560175,20,3138,0.9
131,2009,106.488975,29.560175,6,1584,1.6
132,2015,106.488975,29.560175,4,1044,2.2
133,2008,0,0,9,1961,1.2
134,2008,0,0,9,1961,1.2
135,2012,106.478968,29.563674,21,4959,1.8
136,2008,0,0,9,1961,1.2
137,2007,0,0,9,1899,1.1
138,2009,106.488975,29.560175,6,1584,1.6
139,2003,106.488975,29.560175,20,3138,0.9
140,2007,0,0,9,1899,1.1
141,2014,106.488975,29.560175,12,1254,2.2
142,2014,106.488975,29.560175,12,1254,2.2
143,0,106.478402,29.557803,2,208,0.0
144,2008,106.488975,29.560175,6,1194,1.8
145,2008,0,0,9,1961,1.2
146,2003,106.488975,29.560175,20,3138,0.9
147,2009,106.488975,29.560175,6,1584,1.6
148,2003,106.488975,29.560175,20,3138,0.9
149,2012,106.478968,29.563674,21,4959,1.8
150,2003,106.488975,29.560175,20,3138,0.9
151,2008,0,0,9,1961,1.2
152,2008,0,0,9,1961,1.2
153,2003,106.488975,29.560175,20,3138,0.9
154,2009,106.488975,29.560175,6,1584,1.6
155,2015,106.488975,29.560175,4,1044,2.2
156,2008,0,0,9,1961,1.2
157,2008,0,0,9,1961,1.2
158,2012,106.478968,29.563674,21,4959,1.8
159,2008,0,0,9,1961,1.2
160,2007,0,0,9,1899,1.1
161,2009,106.488975,29.560175,6,1584,1.6
162,2003,106.488975,29.560175,20,3138,0.9
163,2007,0,0,9,1899,1.1
164,2014,106.488975,29.560175,12,1254,2.2
165,2014,106.488975,29.560175,12,1254,2.2
166,0,106.478402,29.557803,2,208,0.0
167,2008,106.488975,29.560175,6,1194,1.8
168,2008,0,0,9,1961,1.2
169,2003,106.488975,29.560175,20,3138,0.9
170,2009,106.488975,29.560175,6,1584,1.6
171,2003,106.488975,29.560175,20,3138,0.9
172,2012,106.478968,29.563674,21,4959,1.8
173,2003,106.488975,29.560175,20,3138,0.9
174,2008,0,0,9,1961,1.2
175,2008,0,0,9,1961,1.2
176,2003,106.488975,29.560175,20,3138,0.9
177,2009,106.488975,29.560175,6,1584,1.6
178,2015,106.488975,29.560175,4,1044,2.2
179,2008,0,0,9,1961,1.2
180,2008,0,0,9,1961,1.2
181,2012,106.478968,29.563674,21,4959,1.8
182,2008,0,0,9,1961,1.2
183,2007,0,0,9,1899,1.1
184,2009,106.488975,29.560175,6,1584,1.6
185,2003,106.488975,29.560175,20,3138,0.9
186,2007,0,0,9,1899,1.1
187,2014,106.488975,29.560175,12,1254,2.2
188,2014,106.488975,29.560175,12,1254,2.2
189,0,106.478402,29.557803,2,208,0.0
190,2008,106.488975,29.560175,6,1194,1.8
191,2008,0,0,9,1961,1.2
192,2003,106.488975,29.560175,20,3138,0.9
193,2009,106.488975,29.560175,6,1584,1.6
194,2003,106.488975,29.560175,20,3138,0.9
195,2012,106.478968,29.563674,21,4959,1.8
196,2003,106.488975,29.560175,20,3138,0.9
197,2008,0,0,9,1961,1.2
198,2008,0,0,9,1961,1.2
199,2003,106.488975,29.560175,20,3138,0.9
200,2009,106.488975,29.560175,6,1584,1.6
201,2015,106.488975,29.560175,4,1044,2.2
202,2008,0,0,9,1961,1.2
203,2008,0,0,9,1961,1.2
204,2012,106.478968,29.563674,21,4959,1.8
205,2008,0,0,9,1961,1.2
206,2007,0,0,9,1899,1.1
207,2009,106.488975,29.560175,6,1584,1.6
208,2003,106.488975,29.560175,20,3138,0.9
209,2007,0,0,9,1899,1.1
210,2014,106.488975,29.560175,12,1254,2.2
211,2014,106.488975,29.560175,12,1254,2.2
212,0,106.478402,29.557803,2,208,0.0
213,2008,106.488975,29.560175,6,1194,1.8
214,2008,0,0,9,1961,1.2
215,2003,106.488975,29.560175,20,3138,0.9
216,2009,106.488975,29.560175,6,1584,1.6
217,2003,106.488975,29.560175,20,3138,0.9
218,2012,106.478968,29.563674,21,4959,1.8
219,2003,106.488975,29.560175,20,3138,0.9
220,2008,0,0,9,1961,1.2
221,2008,0,0,9,1961,1.2
222,2003,106.488975,29.560175,20,3138,0.9
223,2009,106.488975,29.560175,6,1584,1.6
224,2015,106.488975,29.560175,4,1044,2.2
225,2008,0,0,9,1961,1.2
226,2008,0,0,9,1961,1.2
227,2012,106.478968,29.563674,21,4959,1.8
228,2008,0,0,9,1961,1.2
229,2007,0,0,9,1899,1.1
230,2009,106.488975,29.560175,6,1584,1.6
231,2003,106.488975,29.560175,20,3138,0.9
232,2007,0,0,9,1899,1.1
233,2014,106.488975,29.560175,12,1254,2.2
234,2014,106.488975,29.560175,12,1254,2.2
235,0,106.478402,29.557803,2,208,0.0
236,2008,106.488975,29.560175,6,1194,1.8
237,2008,0,0,9,1961,1.2
238,2003,106.488975,29.560175,20,3138,0.9
239,2009,106.488975,29.560175,6,1584,1.6
240,2003,106.488975,29.560175,20,3138,0.9
241,2012,106.478968,29.563674,21,4959,1.8
242,2003,106.488975,29.560175,20,3138,0.9
243,2008,0,0,9,1961,1.2
244,2008,0,0,9,1961,1.2
245,2003,106.488975,29.560175,20,3138,0.9
246,2009,106.488975,29.560175,6,1584,1.6
247,2015,106.488975,29.560175,4,1044,2.2
248,2008,0,0,9,1961,1.2
249,2008,0,0,9,1961,1.2
250,2012,106.478968,29.563674,21,4959,1.8
251,2008,0,0,9,1961,1.2
252,2007,0,0,9,1899,1.1
253,2009,106.488975,29.560175,6,1584,1.6
254,2003,106.488975,29.560175,20,3138,0.9
255,2007,0,0,9,1899,1.1
256,2014,106.488975,29.560175,12,1254,2.2
257,2014,106.488975,29.560175,12,1254,2.2
258,0,106.478402,29.557803,2,208,0.0
259,2008,106.488975,29.560175,6,1194,1.8
260,2008,0,0,9,1961,1.2
261,2003,106.488975,29.560175,20,3138,0.9
262,2009,106.488975,29.560175,6,1584,1.6
263,2003,106.488975,29.560175,20,3138,0.9
264,2012,106.478968,29.563674,21,4959,1.8
265,2003,106.488975,29.560175,20,3138,0.9
266,2008,0,0,9,1961,1.2
267,2008,0,0,9,1961,1.2
268,2003,106.488975,29.560175,20,3138,0.9
269,2009,106.488975,29.560175,6,1584,1.6
270,2015,106.488975,29.560175,4,1044,2.2
271,2008,0,0,9,1961,1.2
272,2008,0,0,9,1961,1.2
273,2012,106.478968,29.563674,21,4959,1.8
274,2008,0,0,9,1961,1.2
275,2007,0,0,9,1899,1.1
276,2009,106.488975,29.560175,6,1584,1.6
277,2003,106.488975,29.560175,20,3138,0.9
278,2007,0,0,9,1899,1.1
279,2014,106.488975,29.560175,12,1254,2.2
280,2014,106.488975,29.560175,12,1254,2.2
281,0,106.478402,29.557803,2,208,0.0
282,2008,106.488975,29.560175,6,1194,1.8
283,2008,0,0,9,1961,1.2
284,2003,106.488975,29.560175,20,3138,0.9
285,2009,106.488975,29.560175,6,1584,1.6
286,2003,106.488975,29.560175,20,3138,0.9
287,2012,106.478968,29.563674,21,4959,1.8
288,2003,106.488975,29.560175,20,3138,0.9
289,2008,0,0,9,1961,1.2
290,2008,0,0,9,1961,1.2
291,2003,106.488975,29.560175,20,3138,0.9
292,2009,106.488975,29.560175,6,1584,1.6
293,2015,106.488975,29.560175,4,1044,2.2
294,2008,0,0,9,1961,1.2
295,2008,0,0,9,1961,1.2
296,2012,106.478968,29.563674,21,4959,1.8
297,2008,0,0,9,1961,1.2
298,2007,0,0,9,1899,1.1
299,2009,106.488975,29.560175,6,1584,1.6
300,2003,106.488975,29.560175,20,3138,0.9
301,2007,0,0,9,1899,1.1
302,2014,106.488975,29.560175,12,1254,2.2
303,2014,106.488975,29.560175,12,1254,2.2
304,0,106.478402,29.557803,2,208,0.0
305,2008,106.488975,29.560175,6,1194,1.8
306,2008,0,0,9,1961,1.2
307,2003,106.488975,29.560175,20,3138,0.9
308,2009,106.488975,29.560175,6,1584,1.6
309,2003,106.488975,29.560175,20,3138,0.9
310,2012,106.478968,29.563674,21,4959,1.8
311,2003,106.488975,29.560175,20,3138,0.9
312,2008,0,0,9,1961,1.2
313,2008,0,0,9,1961,1.2
314,2003,106.488975,29.560175,20,3138,0.9
315,2009,106.488975,29.560175,6,1584,1.6
316,2015,106.488975,29.560175,4,1044,2.2
317,2008,0,0,9,1961,1.2
318,2008,0,0,9,1961,1.2
319,2012,106.478968,29.563674,21,4959,1.8
320,2008,0,0,9,1961,1.2
321,2007,0,0,9,1899,1.1
322,2009,106.488975,29.560175,6,1584,1.6
323,2003,106.488975,29.560175,20,3138,0.9
324,2007,0,0,9,1899,1.1
325,2014,106.488975,29.560175,12,1254,2.2
326,2014,106.488975,29.560175,12,1254,2.2
327,0,106.478402,29.557803,2,208,0.0
328,2008,106.488975,29.560175,6,1194,1.8
329,2008,0,0,9,1961,1.2
330,2003,106.488975,29.560175,20,3138,0.9
331,2009,106.488975,29.560175,6,1584,1.6
332,2003,106.488975,29.560175,20,3138,0.9
333,2012,106.478968,29.563674,21,4959,1.8
334,2003,106.488975,29.560175,20,3138,0.9
335,2008,0,0,9,1961,1.2
336,2008,0,0,9,1961,1.2
337,2003,106.488975,29.560175,20,3138,0.9
338,2009,106.488975,29.560175,6,1584,1.6
339,2015,106.488975,29.560175,4,1044,2.2
340,2008,0,0,9,1961,1.2
341,2008,0,0,9,1961,1.2
342,2012,106.478968,29.563674,21,4959,1.8
343,2008,0,0,9,1961,1.2
344,2007,0,0,9,1899,1.1
345,2009,106.488975,29.560175,6,1584,1.6
346,2003,106.488975,29.560175,20,3138,0.9
347,2007,0,0,9,1899,1.1
348,2014,106.488975,29.560175,12,1254,2.2
349,2014,106.488975,29.560175,12,1254,2.2
350,0,106.478402,29.557803,2,208,0.0
351,2008,106.488975,29.560175,6,1194,1.8
352,2008,0,0,9,1961,1.2
353,2003,106.488975,29.560175,20,3138,0.9
354,2009,106.488975,29.560175,6,1584,1.6
355,2003,106.488975,29.560175,20,3138,0.9
356,2012,106.478968,29.563674,21,4959,1.8
357,2003,106.488975,29.560175,20,3138,0.9
358,2008,0,0,9,1961,1.2
359,2008,0,0,9,1961,1.2
360,2003,106.488975,29.560175,20,3138,0.9
361,2009,106.488975,29.560175,6,1584,1.6
362,2015,106.488975,29.560175,4,1044,2.2
363,2008,0,0,9,1961,1.2
364,2008,0,0,9,1961,1.2
365,2012,106.478968,29.563674,21,4959,1.8
366,2008,0,0,9,1961,1.2
367,2007,0,0,9,1899,1.1
368,2009,106.488975,29.560175,6,1584,1.6
369,2003,106.488975,29.560175,20,3138,0.9
370,2007,0,0,9,1899,1.1
371,2014,106.488975,29.560175,12,1254,2.2
372,2014,106.488975,29.560175,12,1254,2.2
373,0,106.478402,29.557803,2,208,0.0
374,2008,106.488975,29.560175,6,1194,1.8
375,2008,0,0,9,1961,1.2
376,2003,106.488975,29.560175,20,3138,0.9
377,2009,106.488975,29.560175,6,1584,1.6
378,2003,106.488975,29.560175,20,3138,0.9
379,2012,106.478968,29.563674,21,4959,1.8
380,2003,106.488975,29.560175,20,3138,0.9
381,2008,0,0,9,1961,1.2
382,2008,0,0,9,1961,1.2
383,2003,106.488975,29.560175,20,3138,0.9
384,2009,106.488975,29.560175,6,1584,1.6
385,2015,106.488975,29.560175,4,1044,2.2
386,2008,0,0,9,1961,1.2
387,2008,0,0,9,1961,1.2
388,2012,106.478968,29.563674,21,4959,1.8
389,2008,0,0,9,1961,1.2
390,2007,0,0,9,1899,1.1
391,2007,106.461765,29.537242,4,775,0.0
392,2007,106.461765,29.537242,4,775,0.0
393,2007,106.461765,29.537242,4,775,0.0
394,2007,106.461765,29.537242,4,775,0.0
395,2007,106.461765,29.537242,4,775,0.0
396,2007,106.461765,29.537242,4,775,0.0
397,2007,106.461765,29.537242,4,775,0.0
398,2005,0,0,14,1827,0.0
399,2000,0,0,1,256,0.0
400,2000,0,0,3,634,0.8
401,2009,0,0,3,730,0.8
402,2000,0,0,1,256,0.0
403,2005,0,0,14,1827,0.0
404,2005,0,0,14,1827,0.0
405,2000,0,0,3,634,0.8
406,2005,0,0,14,1827,0.0
407,2000,0,0,3,634,0.8
408,2009,0,0,3,730,0.8
409,2005,0,0,14,1827,0.0
410,2005,0,0,14,1827,0.0
411,2009,0,0,3,730,0.8
412,2009,0,0,3,730,0.8
413,2000,0,0,1,256,0.0
414,0,0,0,1,594,0.0
415,2000,0,0,1,256,0.0
416,2000,0,0,1,256,0.0
417,2005,0,0,14,1827,0.0
418,2000,0,0,3,634,0.8
419,2005,0,0,14,1827,0.0
420,2000,0,0,1,256,0.0
421,2000,0,0,3,634,0.8
422,2009,0,0,3,730,0.8
423,2000,0,0,1,256,0.0
424,2005,0,0,14,1827,0.0
425,2005,0,0,14,1827,0.0
426,2000,0,0,3,634,0.8
427,2005,0,0,14,1827,0.0
428,2000,0,0,3,634,0.8
429,2009,0,0,3,730,0.8
430,2005,0,0,14,1827,0.0
431,2005,0,0,14,1827,0.0
432,2009,0,0,3,730,0.8
433,2009,0,0,3,730,0.8
434,2000,0,0,1,256,0.0
435,0,0,0,1,594,0.0
436,2000,0,0,1,256,0.0
437,2000,0,0,1,256,0.0
438,2005,0,0,14,1827,0.0
439,2000,0,0,3,634,0.8
440,2005,0,0,14,1827,0.0
441,2000,0,0,1,256,0.0
442,2000,0,0,3,634,0.8
443,2009,0,0,3,730,0.8
444,2000,0,0,1,256,0.0
445,2005,0,0,14,1827,0.0
446,2005,0,0,14,1827,0.0
447,2000,0,0,3,634,0.8
448,2005,0,0,14,1827,0.0
449,2000,0,0,3,634,0.8
450,2009,0,0,3,730,0.8
451,2005,0,0,14,1827,0.0
452,2005,0,0,14,1827,0.0
453,2009,0,0,3,730,0.8
454,2009,0,0,3,730,0.8
455,2000,0,0,1,256,0.0
456,0,0,0,1,594,0.0
457,2000,0,0,1,256,0.0
458,2000,0,0,1,256,0.0
459,2005,0,0,14,1827,0.0
460,2000,0,0,3,634,0.8
461,2012,106.467438,29.557359,5,2168,1.8
462,2012,106.467438,29.557359,5,2168,1.8
463,2012,106.467438,29.557359,5,2168,1.8
464,2012,106.467438,29.557359,5,2168,1.8
465,2012,106.478402,29.557803,11,2561,1.9
466,2003,106.467438,29.557359,2,586,0.0
467,2015,106.488305,29.545726,11,989,2.3
468,2003,106.467438,29.557359,4,700,0.6
469,2001,106.467438,29.557359,1,509,0.2
470,2012,106.467438,29.557359,5,2168,1.8
471,2012,106.467438,29.557359,5,2168,1.8
472,0,106.467438,29.557359,6,269,0.0
473,2002,106.467438,29.557359,1,512,1.2
474,2008,106.467438,29.557359,1,584,1.5
475,2012,106.467438,29.557359,5,2168,1.8
476,0,106.467438,29.557359,1,117,0.0
477,2000,106.467438,29.557359,6,758,0.8
478,2009,106.467438,29.557359,10,3350,1.7
479,2003,106.467438,29.557359,4,700,0.6
480,2012,106.467438,29.557359,5,2168,1.8
481,2012,106.467438,29.557359,5,2168,1.8
482,2012,106.467438,29.557359,5,2168,1.8
483,2012,106.467438,29.557359,5,2168,1.8
484,2012,106.467438,29.557359,5,2168,1.8
485,2009,106.467438,29.557359,10,3350,1.7
486,2012,106.467438,29.557359,5,2168,1.8
487,2012,106.467438,29.557359,5,2168,1.8
488,2012,106.467438,29.557359,5,2168,1.8
489,2012,106.467438,29.557359,5,2168,1.8
490,2012,106.478402,29.557803,11,2561,1.9
491,2003,106.467438,29.557359,2,586,0.0
492,2015,106.488305,29.545726,11,989,2.3
493,2003,106.467438,29.557359,4,700,0.6
494,2001,106.467438,29.557359,1,509,0.2
495,2012,106.467438,29.557359,5,2168,1.8
496,2012,106.467438,29.557359,5,2168,1.8
497,0,106.467438,29.557359,6,269,0.0
498,2002,106.467438,29.557359,1,512,1.2
499,2008,106.467438,29.557359,1,584,1.5
500,2012,106.467438,29.557359,5,2168,1.8
501,0,106.467438,29.557359,1,117,0.0
502,2000,106.467438,29.557359,6,758,0.8
503,2009,106.467438,29.557359,10,3350,1.7
504,2003,106.467438,29.557359,4,700,0.6
505,2012,106.467438,29.557359,5,2168,1.8
506,2012,106.467438,29.557359,5,2168,1.8
507,2012,106.467438,29.557359,5,2168,1.8
508,2012,106.467438,29.557359,5,2168,1.8
509,2012,106.467438,29.557359,5,2168,1.8
510,2009,106.467438,29.557359,10,3350,1.7
511,2012,106.467438,29.557359,5,2168,1.8
512,2012,106.467438,29.557359,5,2168,1.8
513,2012,106.467438,29.557359,5,2168,1.8
514,2012,106.467438,29.557359,5,2168,1.8
515,2012,106.478402,29.557803,11,2561,1.9
516,2003,106.467438,29.557359,2,586,0.0
517,2015,106.488305,29.545726,11,989,2.3
518,2003,106.467438,29.557359,4,700,0.6
519,2001,106.467438,29.557359,1,509,0.2
520,2012,106.467438,29.557359,5,2168,1.8
521,2012,106.467438,29.557359,5,2168,1.8
522,0,106.467438,29.557359,6,269,0.0
523,2002,106.467438,29.557359,1,512,1.2
524,2008,106.467438,29.557359,1,584,1.5
525,2012,106.467438,29.557359,5,2168,1.8
526,0,106.467438,29.557359,1,117,0.0
527,2000,106.467438,29.557359,6,758,0.8
528,2009,106.467438,29.557359,10,3350,1.7
529,2003,106.467438,29.557359,4,700,0.6
530,2012,106.467438,29.557359,5,2168,1.8
531,2012,106.467438,29.557359,5,2168,1.8
532,2012,106.467438,29.557359,5,2168,1.8
533,2012,106.467438,29.557359,5,2168,1.8
534,2012,106.467438,29.557359,5,2168,1.8
535,2009,106.467438,29.557359,10,3350,1.7
536,2012,106.467438,29.557359,5,2168,1.8
537,2012,106.467438,29.557359,5,2168,1.8
538,2012,106.467438,29.557359,5,2168,1.8
539,2012,106.467438,29.557359,5,2168,1.8
540,2012,106.478402,29.557803,11,2561,1.9
541,2003,106.467438,29.557359,2,586,0.0
542,2015,106.488305,29.545726,11,989,2.3
543,2003,106.467438,29.557359,4,700,0.6
544,2001,106.467438,29.557359,1,509,0.2
545,2012,106.467438,29.557359,5,2168,1.8
546,2012,106.467438,29.557359,5,2168,1.8
547,0,106.467438,29.557359,6,269,0.0
548,2002,106.467438,29.557359,1,512,1.2
549,2008,106.467438,29.557359,1,584,1.5
550,2012,106.467438,29.557359,5,2168,1.8
551,0,106.467438,29.557359,1,117,0.0
552,2000,106.467438,29.557359,6,758,0.8
553,2009,106.467438,29.557359,10,3350,1.7
554,2003,106.467438,29.557359,4,700,0.6
555,2012,106.467438,29.557359,5,2168,1.8
556,2012,106.467438,29.557359,5,2168,1.8
557,2012,106.467438,29.557359,5,2168,1.8
558,2012,106.467438,29.557359,5,2168,1.8
559,2012,106.467438,29.557359,5,2168,1.8
560,2009,106.467438,29.557359,10,3350,1.7
561,2012,106.467438,29.557359,5,2168,1.8
562,2012,106.467438,29.557359,5,2168,1.8
563,2012,106.467438,29.557359,5,2168,1.8
564,2012,106.467438,29.557359,5,2168,1.8
565,2012,106.478402,29.557803,11,2561,1.9
566,2003,106.467438,29.557359,2,586,0.0
567,2015,106.488305,29.545726,11,989,2.3
568,2003,106.467438,29.557359,4,700,0.6
569,2001,106.467438,29.557359,1,509,0.2
570,2012,106.467438,29.557359,5,2168,1.8
571,2012,106.467438,29.557359,5,2168,1.8
572,0,106.467438,29.557359,6,269,0.0
573,2002,106.467438,29.557359,1,512,1.2
574,2008,106.467438,29.557359,1,584,1.5
575,2012,106.467438,29.557359,5,2168,1.8
576,0,106.467438,29.557359,1,117,0.0
577,2000,106.467438,29.557359,6,758,0.8
578,2009,106.467438,29.557359,10,3350,1.7
579,2003,106.467438,29.557359,4,700,0.6
580,2012,106.467438,29.557359,5,2168,1.8
581,2012,106.467438,29.557359,5,2168,1.8
582,2012,106.467438,29.557359,5,2168,1.8
583,2012,106.467438,29.557359,5,2168,1.8
584,2012,106.467438,29.557359,5,2168,1.8
585,2009,106.467438,29.557359,10,3350,1.7
586,2012,106.467438,29.557359,5,2168,1.8
587,2012,106.467438,29.557359,5,2168,1.8
588,2012,106.467438,29.557359,5,2168,1.8
589,2012,106.467438,29.557359,5,2168,1.8
590,2012,106.478402,29.557803,11,2561,1.9
591,2003,106.467438,29.557359,2,586,0.0
592,2015,106.488305,29.545726,11,989,2.3
593,2003,106.467438,29.557359,4,700,0.6
594,2001,106.467438,29.557359,1,509,0.2
595,2012,106.467438,29.557359,5,2168,1.8
596,2012,106.467438,29.557359,5,2168,1.8
597,0,106.467438,29.557359,6,269,0.0
598,2002,106.467438,29.557359,1,512,1.2
599,2008,106.467438,29.557359,1,584,1.5
600,2012,106.467438,29.557359,5,2168,1.8
601,0,106.467438,29.557359,1,117,0.0
602,2000,106.467438,29.557359,6,758,0.8
603,2009,106.467438,29.557359,10,3350,1.7
604,2003,106.467438,29.557359,4,700,0.6
605,2012,106.467438,29.557359,5,2168,1.8
606,2012,106.467438,29.557359,5,2168,1.8
607,2012,106.467438,29.557359,5,2168,1.8
608,2012,106.467438,29.557359,5,2168,1.8
609,2012,106.467438,29.557359,5,2168,1.8
610,2009,106.467438,29.557359,10,3350,1.7
611,2012,106.467438,29.557359,5,2168,1.8
612,2012,106.467438,29.557359,5,2168,1.8
613,2012,106.467438,29.557359,5,2168,1.8
614,2012,106.467438,29.557359,5,2168,1.8
615,2012,106.478402,29.557803,11,2561,1.9
616,2003,106.467438,29.557359,2,586,0.0
617,2015,106.488305,29.545726,11,989,2.3
618,2003,106.467438,29.557359,4,700,0.6
619,2001,106.467438,29.557359,1,509,0.2
620,2012,106.467438,29.557359,5,2168,1.8
621,2012,106.467438,29.557359,5,2168,1.8
622,0,106.467438,29.557359,6,269,0.0
623,2002,106.467438,29.557359,1,512,1.2
624,2008,106.467438,29.557359,1,584,1.5
625,2012,106.467438,29.557359,5,2168,1.8
626,0,106.467438,29.557359,1,117,0.0
627,2000,106.467438,29.557359,6,758,0.8
628,2009,106.467438,29.557359,10,3350,1.7
629,2003,106.467438,29.557359,4,700,0.6
630,2012,106.467438,29.557359,5,2168,1.8
631,2012,106.467438,29.557359,5,2168,1.8
632,2012,106.467438,29.557359,5,2168,1.8
633,2012,106.467438,29.557359,5,2168,1.8
634,2012,106.467438,29.557359,5,2168,1.8
635,2009,106.467438,29.557359,10,3350,1.7
636,2012,106.467438,29.557359,5,2168,1.8
637,2012,106.467438,29.557359,5,2168,1.8
638,2012,106.467438,29.557359,5,2168,1.8
